@RELATION "B3 - RADL3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
84.2215,2.9105,2.6601,0.0346,64.0773,84.2215,2.9105,2.6601,0.0346,64.0773,3.75,1
84.2215,2.9105,2.6601,0.0346,64.0773,82.062,2.8359,2.5919,0.0346,62.4343,3.6538,1
82.062,2.8359,2.5919,0.0346,62.4343,84.0056,2.903,2.6533,0.0346,63.913,3.7404,1
84.0056,2.903,2.6533,0.0346,63.913,84.8694,2.9329,2.6806,0.0346,64.5702,3.7788,1
84.8694,2.9329,2.6806,0.0346,64.5702,85.5173,2.9553,2.701,0.0346,65.0631,3.8077,1
85.5173,2.9553,2.701,0.0346,65.0631,87.4176,3.0209,2.761,0.0346,66.509,3.8923,1
87.4176,3.0209,2.761,0.0346,66.509,86.3811,2.9851,2.7283,0.0346,65.7203,3.8462,1
86.3811,2.9851,2.7283,0.0346,65.7203,87.0289,3.0075,2.7488,0.0346,66.2132,3.875,1
87.0289,3.0075,2.7488,0.0346,66.2132,85.3445,2.9493,2.6956,0.0346,64.9317,3.8,1
85.3445,2.9493,2.6956,0.0346,64.9317,86.3811,2.9851,2.7283,0.0346,65.7203,3.8462,1
86.3811,2.9851,2.7283,0.0346,65.7203,86.8994,3.003,2.7447,0.0346,66.1147,3.8692,1
86.8994,3.003,2.7447,0.0346,66.1147,85.7332,2.9627,2.7078,0.0346,65.2274,3.8173,1
85.7332,2.9627,2.7078,0.0346,65.2274,87.4608,3.0224,2.7624,0.0346,66.5418,3.8942,1
87.4608,3.0224,2.7624,0.0346,66.5418,86.2083,2.9791,2.7228,0.0346,65.5889,3.8385,1
86.2083,2.9791,2.7228,0.0346,65.5889,89.3612,3.0881,2.8224,0.0346,67.9877,3.9788,1
89.3612,3.0881,2.8224,0.0346,67.9877,90.9161,3.1418,2.8715,0.0346,69.1707,4.0481,1
90.9161,3.1418,2.8715,0.0346,69.1707,94.976,3.2821,2.9998,0.0346,72.2595,4.2288,0
94.976,3.2821,2.9998,0.0346,72.2595,94.1554,3.2538,2.9738,0.0346,71.6352,4.1923,1
94.1554,3.2538,2.9738,0.0346,71.6352,93.7235,3.2388,2.9602,0.0346,71.3066,4.1731,1
93.7235,3.2388,2.9602,0.0346,71.3066,96.6172,3.3388,3.0516,0.0346,73.5082,4.3019,0
96.6172,3.3388,3.0516,0.0346,73.5082,93.853,3.2433,2.9643,0.0346,71.4051,4.1788,1
93.853,3.2433,2.9643,0.0346,71.4051,94.3281,3.2597,2.9793,0.0346,71.7666,4.2,1
94.3281,3.2597,2.9793,0.0346,71.7666,97.6106,3.3732,3.083,0.0346,74.264,4.3462,0
97.6106,3.3732,3.083,0.0346,74.264,101.4978,3.5075,3.2058,0.0346,77.2214,4.5192,0
101.4978,3.5075,3.2058,0.0346,77.2214,97.8266,3.3806,3.0898,0.0346,74.4283,4.3558,0
97.8266,3.3806,3.0898,0.0346,74.4283,96.0989,3.3209,3.0352,0.0346,73.1139,4.2788,0
96.0989,3.3209,3.0352,0.0346,73.1139,96.2285,3.3254,3.0393,0.0346,73.2125,4.2846,0
96.2285,3.3254,3.0393,0.0346,73.2125,95.0192,3.2836,3.0011,0.0346,72.2924,4.2308,0
95.0192,3.2836,3.0011,0.0346,72.2924,96.2285,3.3254,3.0393,0.0346,73.2125,4.2846,0
96.2285,3.3254,3.0393,0.0346,73.2125,99.6838,3.4448,3.1485,0.0346,75.8413,4.4385,0
99.6838,3.4448,3.1485,0.0346,75.8413,100.8499,3.4851,3.1853,0.0346,76.7285,4.4904,0
100.8499,3.4851,3.1853,0.0346,76.7285,101.4978,3.5075,3.2058,0.0346,77.2214,4.5192,0
101.4978,3.5075,3.2058,0.0346,77.2214,102.7071,3.5493,3.2439,0.0346,78.1415,4.5731,0
102.7071,3.5493,3.2439,0.0346,78.1415,101.0659,3.4926,3.1921,0.0346,76.8928,4.5,0
101.0659,3.4926,3.1921,0.0346,76.8928,98.0425,3.3881,3.0966,0.0346,74.5926,4.3654,0
98.0425,3.3881,3.0966,0.0346,74.5926,99.3382,3.4329,3.1375,0.0346,75.5784,4.4231,0
99.3382,3.4329,3.1375,0.0346,75.5784,100.8499,3.4851,3.1853,0.0346,76.7285,4.4904,0
100.8499,3.4851,3.1853,0.0346,76.7285,101.0659,3.4926,3.1921,0.0346,76.8928,4.5,0
101.0659,3.4926,3.1921,0.0346,76.8928,98.2153,3.3941,3.1021,0.0346,74.724,4.3731,0
98.2153,3.3941,3.1021,0.0346,74.724,99.3382,3.4329,3.1375,0.0346,75.5784,4.4231,0
99.3382,3.4329,3.1375,0.0346,75.5784,99.7269,3.4463,3.1498,0.0346,75.8741,4.4404,0
99.7269,3.4463,3.1498,0.0346,75.8741,75.4189,3.313,2.9337,0.0439,57.8519,4.3096,1
75.4189,3.313,2.9337,0.0439,57.8519,74.6449,3.279,2.9036,0.0439,57.2582,4.2654,1
74.6449,3.279,2.9036,0.0439,57.2582,72.3564,3.1785,2.8146,0.0439,55.5028,4.1346,1
72.3564,3.1785,2.8146,0.0439,55.5028,71.0102,3.1194,2.7622,0.0439,54.4702,4.0577,1
71.0102,3.1194,2.7622,0.0439,54.4702,69.5967,3.0573,2.7072,0.0439,53.3859,3.9769,1
69.5967,3.0573,2.7072,0.0439,53.3859,69.6641,3.0602,2.7098,0.0439,53.4375,3.9808,1
69.6641,3.0602,2.7098,0.0439,53.4375,69.6641,3.0602,2.7098,0.0439,53.4375,3.9808,1
69.6641,3.0602,2.7098,0.0439,53.4375,67.9814,2.9863,2.6444,0.0439,52.1468,3.8846,1
67.9814,2.9863,2.6444,0.0439,52.1468,69.6641,3.0602,2.7098,0.0439,53.4375,3.9808,1
69.6641,3.0602,2.7098,0.0439,53.4375,69.2939,3.044,2.6954,0.0439,53.1536,3.9596,1
69.2939,3.044,2.6954,0.0439,53.1536,67.9814,2.9863,2.6444,0.0439,52.1468,3.8846,1
67.9814,2.9863,2.6444,0.0439,52.1468,68.6881,3.0174,2.6719,0.0439,52.6889,3.925,1
68.6881,3.0174,2.6719,0.0439,52.6889,71.0102,3.1194,2.7622,0.0439,54.4702,4.0577,1
71.0102,3.1194,2.7622,0.0439,54.4702,72.7602,3.1963,2.8303,0.0439,55.8125,4.1577,1
72.7602,3.1963,2.8303,0.0439,55.8125,73.7026,3.2376,2.8669,0.0439,56.5354,4.2115,1
73.7026,3.2376,2.8669,0.0439,56.5354,72.2554,3.1741,2.8106,0.0439,55.4253,4.1288,1
72.2554,3.1741,2.8106,0.0439,55.4253,73.8708,3.245,2.8735,0.0439,56.6644,4.2212,1
73.8708,3.245,2.8735,0.0439,56.6644,74.3756,3.2672,2.8931,0.0439,57.0517,4.25,1
74.3756,3.2672,2.8931,0.0439,57.0517,74.0391,3.2524,2.88,0.0439,56.7935,4.2308,1
74.0391,3.2524,2.88,0.0439,56.7935,76.0583,3.3411,2.9586,0.0439,58.3424,4.3462,1
76.0583,3.3411,2.9586,0.0439,58.3424,74.3756,3.2672,2.8931,0.0439,57.0517,4.25,1
74.3756,3.2672,2.8931,0.0439,57.0517,75.8901,3.3337,2.952,0.0439,58.2134,4.3365,1
75.8901,3.3337,2.952,0.0439,58.2134,74.0391,3.2524,2.88,0.0439,56.7935,4.2308,1
74.0391,3.2524,2.88,0.0439,56.7935,73.7026,3.2376,2.8669,0.0439,56.5354,4.2115,1
73.7026,3.2376,2.8669,0.0439,56.5354,75.0487,3.2968,2.9193,0.0439,57.568,4.2885,0
75.0487,3.2968,2.9193,0.0439,57.568,75.7218,3.3264,2.9455,0.0439,58.0843,4.3269,0
75.7218,3.3264,2.9455,0.0439,58.0843,78.0776,3.4298,3.0371,0.0439,59.8914,4.4615,0
78.0776,3.4298,3.0371,0.0439,59.8914,77.4045,3.4003,3.0109,0.0439,59.375,4.4231,0
77.4045,3.4003,3.0109,0.0439,59.375,77.7074,3.4136,3.0227,0.0439,59.6074,4.4404,0
77.7074,3.4136,3.0227,0.0439,59.6074,75.8901,3.3337,2.952,0.0439,58.2134,4.3365,0
75.8901,3.3337,2.952,0.0439,58.2134,78.6161,3.4535,3.0581,0.0439,60.3044,4.4923,0
78.6161,3.4535,3.0581,0.0439,60.3044,77.4045,3.4003,3.0109,0.0439,59.375,4.4231,0
77.4045,3.4003,3.0109,0.0439,59.375,77.4045,3.4003,3.0109,0.0439,59.375,4.4231,0
77.4045,3.4003,3.0109,0.0439,59.375,77.4045,3.4003,3.0109,0.0439,59.375,4.4231,0
77.4045,3.4003,3.0109,0.0439,59.375,78.3805,3.4431,3.0489,0.0439,60.1237,4.4788,0
78.3805,3.4431,3.0489,0.0439,60.1237,79.1545,3.4771,3.079,0.0439,60.7174,4.5231,0
79.1545,3.4771,3.079,0.0439,60.7174,79.2555,3.4816,3.0829,0.0439,60.7949,4.5288,0
79.2555,3.4816,3.0829,0.0439,60.7949,79.9286,3.5111,3.1091,0.0439,61.3112,4.5673,0
79.9286,3.5111,3.1091,0.0439,61.3112,81.4094,3.5762,3.1667,0.0439,62.4471,4.6519,0
81.4094,3.5762,3.1667,0.0439,62.4471,81.1065,3.5629,3.1549,0.0439,62.2147,4.6346,0
81.1065,3.5629,3.1549,0.0439,62.2147,81.6113,3.5851,3.1746,0.0439,62.602,4.6635,0
81.6113,3.5851,3.1746,0.0439,62.602,81.443,3.5777,3.168,0.0439,62.4729,4.6538,0
81.443,3.5777,3.168,0.0439,62.4729,81.4767,3.5792,3.1693,0.0439,62.4987,4.6558,0
81.4767,3.5792,3.1693,0.0439,62.4987,79.4238,3.489,3.0895,0.0439,60.924,4.5385,0
79.4238,3.489,3.0895,0.0439,60.924,76.7651,3.3722,2.9861,0.0439,58.8846,4.3865,0
76.7651,3.3722,2.9861,0.0439,58.8846,77.741,3.4151,3.024,0.0439,59.6332,4.4423,0
77.741,3.4151,3.024,0.0439,59.6332,80.0968,3.5185,3.1157,0.0439,61.4403,4.5769,0
80.0968,3.5185,3.1157,0.0439,61.4403,79.0872,3.4742,3.0764,0.0439,60.6658,4.5192,0
79.0872,3.4742,3.0764,0.0439,60.6658,77.4045,3.4003,3.0109,0.0439,59.375,4.4231,0
77.4045,3.4003,3.0109,0.0439,59.375,77.6737,3.4121,3.0214,0.0439,59.5816,4.4385,0
77.6737,3.4121,3.0214,0.0439,59.5816,77.1353,3.3884,3.0005,0.0439,59.1685,4.4077,0
77.1353,3.3884,3.0005,0.0439,59.1685,76.8997,3.3781,2.9913,0.0439,58.9878,4.3942,0
76.8997,3.3781,2.9913,0.0439,58.9878,75.3853,3.3116,2.9324,0.0439,57.8261,4.3077,0
75.3853,3.3116,2.9324,0.0439,57.8261,75.7218,3.3264,2.9455,0.0439,58.0843,4.3269,0
75.7218,3.3264,2.9455,0.0439,58.0843,77.3709,3.3988,3.0096,0.0439,59.3492,4.4212,0
77.3709,3.3988,3.0096,0.0439,59.3492,76.0583,3.3411,2.9586,0.0439,58.3424,4.3462,0
76.0583,3.3411,2.9586,0.0439,58.3424,75.217,3.3042,2.9258,0.0439,57.6971,4.2981,0
75.217,3.3042,2.9258,0.0439,57.6971,78.2122,3.4358,3.0423,0.0439,59.9946,4.4692,0
78.2122,3.4358,3.0423,0.0439,59.9946,76.7314,3.3707,2.9847,0.0439,58.8587,4.3846,0
76.7314,3.3707,2.9847,0.0439,58.8587,74.6449,3.279,2.9036,0.0439,57.2582,4.2654,0
