@RELATION "B3 - KEPL3"

@ATTRIBUTE cotacao1 NUMERIC
@ATTRIBUTE high1 NUMERIC
@ATTRIBUTE low1 NUMERIC
@ATTRIBUTE open1 NUMERIC
@ATTRIBUTE volume1 NUMERIC
@ATTRIBUTE cotacao2 NUMERIC
@ATTRIBUTE high2 NUMERIC
@ATTRIBUTE low2 NUMERIC
@ATTRIBUTE open2 NUMERIC
@ATTRIBUTE volume2 NUMERIC
@ATTRIBUTE cotacao3 NUMERIC
@ATTRIBUTE high3 NUMERIC
@ATTRIBUTE low3 NUMERIC
@ATTRIBUTE open3 NUMERIC
@ATTRIBUTE volume3 NUMERIC
@ATTRIBUTE cotacao4 NUMERIC
@ATTRIBUTE high4 NUMERIC
@ATTRIBUTE low4 NUMERIC
@ATTRIBUTE open4 NUMERIC
@ATTRIBUTE volume4 NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE low NUMERIC
@ATTRIBUTE open NUMERIC
@ATTRIBUTE volume NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
1.9999,2.0832,1.9999,1.9999,30011.3896,2.0832,2.0832,1.9166,1.9999,13625.558,2.0832,2.0832,1.9166,1.9999,31911.5753,1.9999,2.0832,1.9166,2.0832,10070.3602,1.9166,1.9999,1.9166,1.9999,9344.0798,0
1.9166,1.9999,1.9166,1.9999,9344.0798,1.9999,2.0832,1.9999,1.9999,30011.3896,2.0832,2.0832,1.9166,1.9999,13625.558,2.0832,2.0832,1.9166,1.9999,31911.5753,1.9999,1.9999,1.9166,1.9166,9917.8318,0
1.9999,1.9999,1.9166,1.9166,9917.8318,1.9166,1.9999,1.9166,1.9999,9344.0798,1.9999,2.0832,1.9999,1.9999,30011.3896,2.0832,2.0832,1.9166,1.9999,13625.558,1.9999,1.9999,1.9166,1.9999,9054.6237,0
1.9999,1.9999,1.9166,1.9999,9054.6237,1.9999,1.9999,1.9166,1.9166,9917.8318,1.9166,1.9999,1.9166,1.9999,9344.0798,1.9999,2.0832,1.9999,1.9999,30011.3896,1.9999,2.0832,1.9166,1.9999,21576.7204,0
1.9999,2.0832,1.9166,1.9999,21576.7204,1.9999,1.9999,1.9166,1.9999,9054.6237,1.9999,1.9999,1.9166,1.9166,9917.8318,1.9166,1.9999,1.9166,1.9999,9344.0798,1.9999,2.0832,1.9166,1.9999,34367.0319,0
1.9999,2.0832,1.9166,1.9999,34367.0319,1.9999,2.0832,1.9166,1.9999,21576.7204,1.9999,1.9999,1.9166,1.9999,9054.6237,1.9999,1.9999,1.9166,1.9166,9917.8318,1.9166,1.9999,1.9166,1.9166,33313.7333,0
1.9166,1.9999,1.9166,1.9166,33313.7333,1.9999,2.0832,1.9166,1.9999,34367.0319,1.9999,2.0832,1.9166,1.9999,21576.7204,1.9999,1.9999,1.9166,1.9999,9054.6237,1.9166,1.9999,1.9166,1.9166,11537.4419,0
1.9166,1.9999,1.9166,1.9166,11537.4419,1.9166,1.9999,1.9166,1.9166,33313.7333,1.9999,2.0832,1.9166,1.9999,34367.0319,1.9999,2.0832,1.9166,1.9999,21576.7204,1.9999,1.9999,1.9166,1.9999,17151.1142,0
1.9999,1.9999,1.9166,1.9999,17151.1142,1.9166,1.9999,1.9166,1.9166,11537.4419,1.9166,1.9999,1.9166,1.9166,33313.7333,1.9999,2.0832,1.9166,1.9999,34367.0319,1.9999,1.9999,1.9166,1.9166,29737.6544,0
1.9999,1.9999,1.9166,1.9166,29737.6544,1.9999,1.9999,1.9166,1.9999,17151.1142,1.9166,1.9999,1.9166,1.9166,11537.4419,1.9166,1.9999,1.9166,1.9166,33313.7333,1.9999,1.9999,1.9166,1.9166,15464.5403,0
1.9999,1.9999,1.9166,1.9166,15464.5403,1.9999,1.9999,1.9166,1.9166,29737.6544,1.9999,1.9999,1.9166,1.9999,17151.1142,1.9166,1.9999,1.9166,1.9166,11537.4419,1.9166,1.9999,1.9166,1.9999,15981.0491,0
1.9166,1.9999,1.9166,1.9999,15981.0491,1.9999,1.9999,1.9166,1.9166,15464.5403,1.9999,1.9999,1.9166,1.9166,29737.6544,1.9999,1.9999,1.9166,1.9999,17151.1142,1.9166,1.9999,1.9166,1.9166,6413.0368,1
1.9166,1.9999,1.9166,1.9166,6413.0368,1.9166,1.9999,1.9166,1.9999,15981.0491,1.9999,1.9999,1.9166,1.9166,15464.5403,1.9999,1.9999,1.9166,1.9166,29737.6544,1.8332,1.9999,1.8332,1.9166,61884.3228,1
1.8332,1.9999,1.8332,1.9166,61884.3228,1.9166,1.9999,1.9166,1.9166,6413.0368,1.9166,1.9999,1.9166,1.9999,15981.0491,1.9999,1.9999,1.9166,1.9166,15464.5403,1.8332,1.9166,1.8332,1.9166,36317.8605,1
