@RELATION "B3 - CIEL3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl5 NUMERIC
@ATTRIBUTE pvpa5 NUMERIC
@ATTRIBUTE psr5 NUMERIC
@ATTRIBUTE roe5 NUMERIC
@ATTRIBUTE ev_ebit5 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
17.7918,22.8498,7.9505,1.2843,15.058,17.837,22.9079,7.9707,1.2843,15.0963,17.7767,22.8304,7.9438,1.2843,15.0453,18.0782,23.2177,8.0785,1.2843,15.3005,18.0782,23.2177,8.0785,1.2843,15.3005,18.1928,23.3649,8.1297,1.2843,15.3975,12.1226,1
18.1928,23.3649,8.1297,1.2843,15.3975,17.7918,22.8498,7.9505,1.2843,15.058,17.837,22.9079,7.9707,1.2843,15.0963,17.7767,22.8304,7.9438,1.2843,15.0453,18.0782,23.2177,8.0785,1.2843,15.3005,18.3647,23.5856,8.2066,1.2843,15.543,12.2372,1
18.3647,23.5856,8.2066,1.2843,15.543,18.1928,23.3649,8.1297,1.2843,15.3975,17.7918,22.8498,7.9505,1.2843,15.058,17.837,22.9079,7.9707,1.2843,15.0963,17.7767,22.8304,7.9438,1.2843,15.0453,18.4491,23.6941,8.2443,1.2843,15.6144,12.2934,1
18.4491,23.6941,8.2443,1.2843,15.6144,18.3647,23.5856,8.2066,1.2843,15.543,18.1928,23.3649,8.1297,1.2843,15.3975,17.7918,22.8498,7.9505,1.2843,15.058,17.837,22.9079,7.9707,1.2843,15.0963,18.3949,23.6244,8.22,1.2843,15.5685,12.2573,1
18.3949,23.6244,8.22,1.2843,15.5685,18.4491,23.6941,8.2443,1.2843,15.6144,18.3647,23.5856,8.2066,1.2843,15.543,18.1928,23.3649,8.1297,1.2843,15.3975,17.7918,22.8498,7.9505,1.2843,15.058,18.6633,23.969,8.34,1.2843,15.7956,12.4361,1
18.6633,23.969,8.34,1.2843,15.7956,18.3949,23.6244,8.22,1.2843,15.5685,18.4491,23.6941,8.2443,1.2843,15.6144,18.3647,23.5856,8.2066,1.2843,15.543,18.1928,23.3649,8.1297,1.2843,15.3975,19.1789,24.6313,8.5704,1.2843,16.2321,12.7797,1
19.1789,24.6313,8.5704,1.2843,16.2321,18.6633,23.969,8.34,1.2843,15.7956,18.3949,23.6244,8.22,1.2843,15.5685,18.4491,23.6941,8.2443,1.2843,15.6144,18.3647,23.5856,8.2066,1.2843,15.543,19.0342,24.4454,8.5057,1.2843,16.1096,12.6833,1
19.0342,24.4454,8.5057,1.2843,16.1096,19.1789,24.6313,8.5704,1.2843,16.2321,18.6633,23.969,8.34,1.2843,15.7956,18.3949,23.6244,8.22,1.2843,15.5685,18.4491,23.6941,8.2443,1.2843,15.6144,19.4473,24.976,8.6903,1.2843,16.4592,12.9585,1
19.4473,24.976,8.6903,1.2843,16.4592,19.0342,24.4454,8.5057,1.2843,16.1096,19.1789,24.6313,8.5704,1.2843,16.2321,18.6633,23.969,8.34,1.2843,15.7956,18.3949,23.6244,8.22,1.2843,15.5685,19.6312,25.2122,8.7725,1.2843,16.6149,13.0811,1
19.6312,25.2122,8.7725,1.2843,16.6149,19.4473,24.976,8.6903,1.2843,16.4592,19.0342,24.4454,8.5057,1.2843,16.1096,19.1789,24.6313,8.5704,1.2843,16.2321,18.6633,23.969,8.34,1.2843,15.7956,19.3568,24.8598,8.6499,1.2843,16.3826,12.8983,1
