@RELATION "B3 - ODPV3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl5 NUMERIC
@ATTRIBUTE pvpa5 NUMERIC
@ATTRIBUTE psr5 NUMERIC
@ATTRIBUTE roe5 NUMERIC
@ATTRIBUTE ev_ebit5 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
36.7199,6.9968,6.5936,0.1905,30.0868,35.95,6.8501,6.4553,0.1905,29.456,36.9568,7.042,6.6361,0.1905,30.281,37.0753,7.0645,6.6574,0.1905,30.378,36.8976,7.0307,6.6255,0.1905,30.2324,36.7792,7.0081,6.6042,0.1905,30.1354,9.6732,1
36.7792,7.0081,6.6042,0.1905,30.1354,36.7199,6.9968,6.5936,0.1905,30.0868,35.95,6.8501,6.4553,0.1905,29.456,36.9568,7.042,6.6361,0.1905,30.281,37.0753,7.0645,6.6574,0.1905,30.378,35.2156,6.7102,6.3235,0.1905,28.8543,9.262,1
35.2156,6.7102,6.3235,0.1905,28.8543,36.7792,7.0081,6.6042,0.1905,30.1354,36.7199,6.9968,6.5936,0.1905,30.0868,35.95,6.8501,6.4553,0.1905,29.456,36.9568,7.042,6.6361,0.1905,30.281,36.2106,6.8998,6.5021,0.1905,29.6695,9.5237,1
36.2106,6.8998,6.5021,0.1905,29.6695,35.2156,6.7102,6.3235,0.1905,28.8543,36.7792,7.0081,6.6042,0.1905,30.1354,36.7199,6.9968,6.5936,0.1905,30.0868,35.95,6.8501,6.4553,0.1905,29.456,35.5354,6.7711,6.3809,0.1905,29.1163,9.3461,1
35.5354,6.7711,6.3809,0.1905,29.1163,36.2106,6.8998,6.5021,0.1905,29.6695,35.2156,6.7102,6.3235,0.1905,28.8543,36.7792,7.0081,6.6042,0.1905,30.1354,36.7199,6.9968,6.5936,0.1905,30.0868,35.5354,6.7711,6.3809,0.1905,29.1163,9.3461,1
35.5354,6.7711,6.3809,0.1905,29.1163,35.5354,6.7711,6.3809,0.1905,29.1163,36.2106,6.8998,6.5021,0.1905,29.6695,35.2156,6.7102,6.3235,0.1905,28.8543,36.7792,7.0081,6.6042,0.1905,30.1354,34.7537,6.6221,6.2405,0.1905,28.4757,9.1405,1
34.7537,6.6221,6.2405,0.1905,28.4757,35.5354,6.7711,6.3809,0.1905,29.1163,35.5354,6.7711,6.3809,0.1905,29.1163,36.2106,6.8998,6.5021,0.1905,29.6695,35.2156,6.7102,6.3235,0.1905,28.8543,34.1495,6.507,6.132,0.1905,27.9808,8.9816,1
34.1495,6.507,6.132,0.1905,27.9808,34.7537,6.6221,6.2405,0.1905,28.4757,35.5354,6.7711,6.3809,0.1905,29.1163,35.5354,6.7711,6.3809,0.1905,29.1163,36.2106,6.8998,6.5021,0.1905,29.6695,34.8247,6.6357,6.2533,0.1905,28.534,9.1592,1
34.8247,6.6357,6.2533,0.1905,28.534,34.1495,6.507,6.132,0.1905,27.9808,34.7537,6.6221,6.2405,0.1905,28.4757,35.5354,6.7711,6.3809,0.1905,29.1163,35.5354,6.7711,6.3809,0.1905,29.1163,34.6115,6.5951,6.215,0.1905,28.3593,9.1031,1
34.6115,6.5951,6.215,0.1905,28.3593,34.8247,6.6357,6.2533,0.1905,28.534,34.1495,6.507,6.132,0.1905,27.9808,34.7537,6.6221,6.2405,0.1905,28.4757,35.5354,6.7711,6.3809,0.1905,29.1163,34.7181,6.6154,6.2341,0.1905,28.4466,9.1312,1
