@RELATION "B3 - ITUB4"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl5 NUMERIC
@ATTRIBUTE pvpa5 NUMERIC
@ATTRIBUTE psr5 NUMERIC
@ATTRIBUTE roe5 NUMERIC
@ATTRIBUTE ev_ebit5 NUMERIC
@ATTRIBUTE pl6 NUMERIC
@ATTRIBUTE pvpa6 NUMERIC
@ATTRIBUTE psr6 NUMERIC
@ATTRIBUTE roe6 NUMERIC
@ATTRIBUTE ev_ebit6 NUMERIC
@ATTRIBUTE pl7 NUMERIC
@ATTRIBUTE pvpa7 NUMERIC
@ATTRIBUTE psr7 NUMERIC
@ATTRIBUTE roe7 NUMERIC
@ATTRIBUTE ev_ebit7 NUMERIC
@ATTRIBUTE pl8 NUMERIC
@ATTRIBUTE pvpa8 NUMERIC
@ATTRIBUTE psr8 NUMERIC
@ATTRIBUTE roe8 NUMERIC
@ATTRIBUTE ev_ebit8 NUMERIC
@ATTRIBUTE pl9 NUMERIC
@ATTRIBUTE pvpa9 NUMERIC
@ATTRIBUTE psr9 NUMERIC
@ATTRIBUTE roe9 NUMERIC
@ATTRIBUTE ev_ebit9 NUMERIC
@ATTRIBUTE pl10 NUMERIC
@ATTRIBUTE pvpa10 NUMERIC
@ATTRIBUTE psr10 NUMERIC
@ATTRIBUTE roe10 NUMERIC
@ATTRIBUTE ev_ebit10 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,14.9057,2.136,49.8306,0.1433,14.3903,14.4312,2.068,48.2441,0.1433,13.9322,13.3523,1.9134,44.6373,0.1433,12.8906,13.7498,1.9703,45.9662,0.1433,13.2743,12.9791,1.8599,43.3899,0.1433,12.5304,13.4456,1.9267,44.9492,0.1433,12.9807,13.0805,1.8744,43.7289,0.1433,12.6282,13.7011,1.9633,45.8034,0.1433,13.2274,13.1372,2.0486,46.6918,0.1559,12.3149,20.3251,0
13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,14.9057,2.136,49.8306,0.1433,14.3903,14.4312,2.068,48.2441,0.1433,13.9322,13.3523,1.9134,44.6373,0.1433,12.8906,13.7498,1.9703,45.9662,0.1433,13.2743,12.9791,1.8599,43.3899,0.1433,12.5304,13.4456,1.9267,44.9492,0.1433,12.9807,13.0805,1.8744,43.7289,0.1433,12.6282,12.66,1.9742,44.9957,0.1559,11.8676,19.5868,0
12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,14.9057,2.136,49.8306,0.1433,14.3903,14.4312,2.068,48.2441,0.1433,13.9322,13.3523,1.9134,44.6373,0.1433,12.8906,13.7498,1.9703,45.9662,0.1433,13.2743,12.9791,1.8599,43.3899,0.1433,12.5304,13.4456,1.9267,44.9492,0.1433,12.9807,12.8737,2.0075,45.7552,0.1559,12.0679,19.9174,0
12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,14.9057,2.136,49.8306,0.1433,14.3903,14.4312,2.068,48.2441,0.1433,13.9322,13.3523,1.9134,44.6373,0.1433,12.8906,13.7498,1.9703,45.9662,0.1433,13.2743,12.9791,1.8599,43.3899,0.1433,12.5304,12.8381,2.002,45.6286,0.1559,12.0345,19.8623,0
12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,14.9057,2.136,49.8306,0.1433,14.3903,14.4312,2.068,48.2441,0.1433,13.9322,13.3523,1.9134,44.6373,0.1433,12.8906,13.7498,1.9703,45.9662,0.1433,13.2743,12.831,2.0009,45.6033,0.1559,12.0278,19.8512,0
12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,14.9057,2.136,49.8306,0.1433,14.3903,14.4312,2.068,48.2441,0.1433,13.9322,13.3523,1.9134,44.6373,0.1433,12.8906,12.9271,2.0159,45.945,0.1559,12.1179,20.0,0
12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,14.9057,2.136,49.8306,0.1433,14.3903,14.4312,2.068,48.2441,0.1433,13.9322,12.5105,1.9509,44.4642,0.1559,11.7274,19.3554,0
12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,14.9057,2.136,49.8306,0.1433,14.3903,12.571,1.9603,44.6793,0.1559,11.7841,19.449,0
12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,14.8449,2.1272,49.6272,0.1433,14.3316,12.4784,1.9459,44.3502,0.1559,11.6973,19.3058,0
12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,15.1288,2.1679,50.5763,0.1433,14.6057,12.8417,2.0025,45.6413,0.1559,12.0378,19.8678,0
12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,13.1372,2.0486,46.6918,0.1559,12.3149,13.358,2.0831,47.4765,0.1559,12.5219,20.6667,0
13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,12.66,1.9742,44.9957,0.1559,11.8676,14.2376,2.2202,50.6028,0.1559,13.3464,22.0275,0
14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,12.8737,2.0075,45.7552,0.1559,12.0679,13.9421,2.1741,49.5523,0.1559,13.0693,21.5702,0
13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,12.8381,2.002,45.6286,0.1559,12.0345,14.1201,2.2019,50.1851,0.1559,13.2363,21.8457,0
14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,12.831,2.0009,45.6033,0.1559,12.0278,14.0026,2.1836,49.7674,0.1559,13.1261,21.6639,0
14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,12.9271,2.0159,45.945,0.1559,12.1179,13.7961,2.1514,49.0333,0.1559,12.9325,21.3444,0
13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,12.5105,1.9509,44.4642,0.1559,11.7274,13.7462,2.1436,48.8561,0.1559,12.8857,21.2672,0
13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.571,1.9603,44.6793,0.1559,11.7841,13.1693,2.0536,46.8057,0.1559,12.3449,20.3747,0
13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,12.4784,1.9459,44.3502,0.1559,11.6973,12.9699,2.0225,46.0969,0.1559,12.158,20.0661,0
12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.8417,2.0025,45.6413,0.1559,12.0378,13.1372,2.0486,46.6918,0.1559,12.3149,20.3251,0
13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.358,2.0831,47.4765,0.1559,12.5219,12.9414,2.0181,45.9957,0.1559,12.1313,20.022,0
12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,14.2376,2.2202,50.6028,0.1559,13.3464,13.1871,2.0564,46.869,0.1559,12.3616,20.4022,0
13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,13.9421,2.1741,49.5523,0.1559,13.0693,12.6956,1.9798,45.1223,0.1559,11.9009,19.6419,0
12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,14.1201,2.2019,50.1851,0.1559,13.2363,12.7455,1.9875,45.2995,0.1559,11.9477,19.719,0
12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,14.0026,2.1836,49.7674,0.1559,13.1261,12.5532,1.9576,44.616,0.1559,11.7674,19.4215,0
12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,13.7961,2.1514,49.0333,0.1559,12.9325,12.6956,1.9798,45.1223,0.1559,11.9009,19.6419,0
12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,13.7462,2.1436,48.8561,0.1559,12.8857,12.019,1.8743,42.7175,0.1559,11.2667,18.595,0
12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,13.1693,2.0536,46.8057,0.1559,12.3449,11.7626,1.8343,41.8062,0.1559,11.0263,18.1983,0
11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.9699,2.0225,46.0969,0.1559,12.158,11.7056,1.8254,41.6037,0.1559,10.9729,18.1102,1
11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,13.1372,2.0486,46.6918,0.1559,12.3149,12.2968,1.9176,43.7047,0.1559,11.5271,19.0248,0
12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.9414,2.0181,45.9957,0.1559,12.1313,12.2042,1.9031,43.3756,0.1559,11.4403,18.8815,1
12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,13.1871,2.0564,46.869,0.1559,12.3616,12.3929,1.9326,44.0465,0.1559,11.6172,19.1736,1
12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.6956,1.9798,45.1223,0.1559,11.9009,12.4784,1.9459,44.3502,0.1559,11.6973,19.3058,1
12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.7455,1.9875,45.2995,0.1559,11.9477,12.5354,1.9548,44.5528,0.1559,11.7507,19.3939,1
12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.5532,1.9576,44.616,0.1559,11.7674,12.3573,1.927,43.9199,0.1559,11.5838,19.1185,1
12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.6956,1.9798,45.1223,0.1559,11.9009,12.3929,1.9326,44.0465,0.1559,11.6172,19.1736,0
12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.019,1.8743,42.7175,0.1559,11.2667,12.3217,1.9215,43.7933,0.1559,11.5504,19.0634,0
12.3217,1.9215,43.7933,0.1559,11.5504,12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,11.7626,1.8343,41.8062,0.1559,11.0263,12.0475,1.8787,42.8187,0.1559,11.2934,18.6391,1
12.0475,1.8787,42.8187,0.1559,11.2934,12.3217,1.9215,43.7933,0.1559,11.5504,12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,11.7056,1.8254,41.6037,0.1559,10.9729,12.1081,1.8881,43.0339,0.1559,11.3501,18.7328,1
12.1081,1.8881,43.0339,0.1559,11.3501,12.0475,1.8787,42.8187,0.1559,11.2934,12.3217,1.9215,43.7933,0.1559,11.5504,12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.2968,1.9176,43.7047,0.1559,11.5271,12.3039,1.9187,43.73,0.1559,11.5337,19.0358,1
12.3039,1.9187,43.73,0.1559,11.5337,12.1081,1.8881,43.0339,0.1559,11.3501,12.0475,1.8787,42.8187,0.1559,11.2934,12.3217,1.9215,43.7933,0.1559,11.5504,12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.2042,1.9031,43.3756,0.1559,11.4403,12.7491,1.9881,45.3122,0.1559,11.951,19.7245,1
12.7491,1.9881,45.3122,0.1559,11.951,12.3039,1.9187,43.73,0.1559,11.5337,12.1081,1.8881,43.0339,0.1559,11.3501,12.0475,1.8787,42.8187,0.1559,11.2934,12.3217,1.9215,43.7933,0.1559,11.5504,12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3929,1.9326,44.0465,0.1559,11.6172,12.9485,2.0192,46.021,0.1559,12.138,20.0331,0
12.9485,2.0192,46.021,0.1559,12.138,12.7491,1.9881,45.3122,0.1559,11.951,12.3039,1.9187,43.73,0.1559,11.5337,12.1081,1.8881,43.0339,0.1559,11.3501,12.0475,1.8787,42.8187,0.1559,11.2934,12.3217,1.9215,43.7933,0.1559,11.5504,12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.4784,1.9459,44.3502,0.1559,11.6973,12.3823,1.9309,44.0085,0.1559,11.6072,19.157,1
12.3823,1.9309,44.0085,0.1559,11.6072,12.9485,2.0192,46.021,0.1559,12.138,12.7491,1.9881,45.3122,0.1559,11.951,12.3039,1.9187,43.73,0.1559,11.5337,12.1081,1.8881,43.0339,0.1559,11.3501,12.0475,1.8787,42.8187,0.1559,11.2934,12.3217,1.9215,43.7933,0.1559,11.5504,12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.5354,1.9548,44.5528,0.1559,11.7507,12.0831,1.8842,42.9453,0.1559,11.3268,18.6942,1
12.0831,1.8842,42.9453,0.1559,11.3268,12.3823,1.9309,44.0085,0.1559,11.6072,12.9485,2.0192,46.021,0.1559,12.138,12.7491,1.9881,45.3122,0.1559,11.951,12.3039,1.9187,43.73,0.1559,11.5337,12.1081,1.8881,43.0339,0.1559,11.3501,12.0475,1.8787,42.8187,0.1559,11.2934,12.3217,1.9215,43.7933,0.1559,11.5504,12.3929,1.9326,44.0465,0.1559,11.6172,12.3573,1.927,43.9199,0.1559,11.5838,12.0689,1.882,42.8947,0.1559,11.3134,18.6722,1
