@RELATION "B3 - GGBR3"

@ATTRIBUTE pl1 NUMERIC
@ATTRIBUTE pvpa1 NUMERIC
@ATTRIBUTE psr1 NUMERIC
@ATTRIBUTE roe1 NUMERIC
@ATTRIBUTE ev_ebit1 NUMERIC
@ATTRIBUTE pl2 NUMERIC
@ATTRIBUTE pvpa2 NUMERIC
@ATTRIBUTE psr2 NUMERIC
@ATTRIBUTE roe2 NUMERIC
@ATTRIBUTE ev_ebit2 NUMERIC
@ATTRIBUTE pl3 NUMERIC
@ATTRIBUTE pvpa3 NUMERIC
@ATTRIBUTE psr3 NUMERIC
@ATTRIBUTE roe3 NUMERIC
@ATTRIBUTE ev_ebit3 NUMERIC
@ATTRIBUTE pl4 NUMERIC
@ATTRIBUTE pvpa4 NUMERIC
@ATTRIBUTE psr4 NUMERIC
@ATTRIBUTE roe4 NUMERIC
@ATTRIBUTE ev_ebit4 NUMERIC
@ATTRIBUTE pl5 NUMERIC
@ATTRIBUTE pvpa5 NUMERIC
@ATTRIBUTE psr5 NUMERIC
@ATTRIBUTE roe5 NUMERIC
@ATTRIBUTE ev_ebit5 NUMERIC
@ATTRIBUTE pl6 NUMERIC
@ATTRIBUTE pvpa6 NUMERIC
@ATTRIBUTE psr6 NUMERIC
@ATTRIBUTE roe6 NUMERIC
@ATTRIBUTE ev_ebit6 NUMERIC
@ATTRIBUTE pl7 NUMERIC
@ATTRIBUTE pvpa7 NUMERIC
@ATTRIBUTE psr7 NUMERIC
@ATTRIBUTE roe7 NUMERIC
@ATTRIBUTE ev_ebit7 NUMERIC
@ATTRIBUTE pl8 NUMERIC
@ATTRIBUTE pvpa8 NUMERIC
@ATTRIBUTE psr8 NUMERIC
@ATTRIBUTE roe8 NUMERIC
@ATTRIBUTE ev_ebit8 NUMERIC
@ATTRIBUTE pl9 NUMERIC
@ATTRIBUTE pvpa9 NUMERIC
@ATTRIBUTE psr9 NUMERIC
@ATTRIBUTE roe9 NUMERIC
@ATTRIBUTE ev_ebit9 NUMERIC
@ATTRIBUTE pl10 NUMERIC
@ATTRIBUTE pvpa10 NUMERIC
@ATTRIBUTE psr10 NUMERIC
@ATTRIBUTE roe10 NUMERIC
@ATTRIBUTE ev_ebit10 NUMERIC
@ATTRIBUTE pl NUMERIC
@ATTRIBUTE pvpa NUMERIC
@ATTRIBUTE psr NUMERIC
@ATTRIBUTE roe NUMERIC
@ATTRIBUTE ev_ebit NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,12.2727,0.9847,12.6315,0.0802,10.2486,12.1559,0.9754,12.5113,0.0802,10.1511,12.4562,0.9995,12.8204,0.0802,10.4019,12.7816,1.0256,13.1553,0.0802,10.6736,12.5897,1.0102,12.9578,0.0802,10.5134,12.256,0.9834,12.6143,0.0802,10.2347,12.6064,1.0115,12.975,0.0802,10.5273,12.7816,1.0256,13.1553,0.0802,10.6736,12.0141,0.964,12.3653,0.0802,10.0326,13.7143,0
12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,12.2727,0.9847,12.6315,0.0802,10.2486,12.1559,0.9754,12.5113,0.0802,10.1511,12.4562,0.9995,12.8204,0.0802,10.4019,12.7816,1.0256,13.1553,0.0802,10.6736,12.5897,1.0102,12.9578,0.0802,10.5134,12.256,0.9834,12.6143,0.0802,10.2347,12.6064,1.0115,12.975,0.0802,10.5273,11.8472,0.9506,12.1936,0.0802,9.8933,13.5238,0
11.8472,0.9506,12.1936,0.0802,9.8933,12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,12.2727,0.9847,12.6315,0.0802,10.2486,12.1559,0.9754,12.5113,0.0802,10.1511,12.4562,0.9995,12.8204,0.0802,10.4019,12.7816,1.0256,13.1553,0.0802,10.6736,12.5897,1.0102,12.9578,0.0802,10.5134,12.256,0.9834,12.6143,0.0802,10.2347,11.8472,0.9506,12.1936,0.0802,9.8933,13.5238,0
11.8472,0.9506,12.1936,0.0802,9.8933,11.8472,0.9506,12.1936,0.0802,9.8933,12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,12.2727,0.9847,12.6315,0.0802,10.2486,12.1559,0.9754,12.5113,0.0802,10.1511,12.4562,0.9995,12.8204,0.0802,10.4019,12.7816,1.0256,13.1553,0.0802,10.6736,12.5897,1.0102,12.9578,0.0802,10.5134,11.8055,0.9472,12.1506,0.0802,9.8585,13.4762,0
11.8055,0.9472,12.1506,0.0802,9.8585,11.8472,0.9506,12.1936,0.0802,9.8933,11.8472,0.9506,12.1936,0.0802,9.8933,12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,12.2727,0.9847,12.6315,0.0802,10.2486,12.1559,0.9754,12.5113,0.0802,10.1511,12.4562,0.9995,12.8204,0.0802,10.4019,12.7816,1.0256,13.1553,0.0802,10.6736,11.6386,0.9339,11.9789,0.0802,9.7191,13.2857,1
11.6386,0.9339,11.9789,0.0802,9.7191,11.8055,0.9472,12.1506,0.0802,9.8585,11.8472,0.9506,12.1936,0.0802,9.8933,11.8472,0.9506,12.1936,0.0802,9.8933,12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,12.2727,0.9847,12.6315,0.0802,10.2486,12.1559,0.9754,12.5113,0.0802,10.1511,12.4562,0.9995,12.8204,0.0802,10.4019,11.6887,0.9379,12.0304,0.0802,9.7609,13.3429,0
11.6887,0.9379,12.0304,0.0802,9.7609,11.6386,0.9339,11.9789,0.0802,9.7191,11.8055,0.9472,12.1506,0.0802,9.8585,11.8472,0.9506,12.1936,0.0802,9.8933,11.8472,0.9506,12.1936,0.0802,9.8933,12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,12.2727,0.9847,12.6315,0.0802,10.2486,12.1559,0.9754,12.5113,0.0802,10.1511,12.2644,0.9841,12.6229,0.0802,10.2417,14.0,0
12.2644,0.9841,12.6229,0.0802,10.2417,11.6887,0.9379,12.0304,0.0802,9.7609,11.6386,0.9339,11.9789,0.0802,9.7191,11.8055,0.9472,12.1506,0.0802,9.8585,11.8472,0.9506,12.1936,0.0802,9.8933,11.8472,0.9506,12.1936,0.0802,9.8933,12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,12.2727,0.9847,12.6315,0.0802,10.2486,12.0141,0.964,12.3653,0.0802,10.0326,13.7143,0
12.0141,0.964,12.3653,0.0802,10.0326,12.2644,0.9841,12.6229,0.0802,10.2417,11.6887,0.9379,12.0304,0.0802,9.7609,11.6386,0.9339,11.9789,0.0802,9.7191,11.8055,0.9472,12.1506,0.0802,9.8585,11.8472,0.9506,12.1936,0.0802,9.8933,11.8472,0.9506,12.1936,0.0802,9.8933,12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,11.8973,0.9546,12.2451,0.0802,9.9351,11.9223,0.9566,12.2709,0.0802,9.956,13.6095,0
11.9223,0.9566,12.2709,0.0802,9.956,12.0141,0.964,12.3653,0.0802,10.0326,12.2644,0.9841,12.6229,0.0802,10.2417,11.6887,0.9379,12.0304,0.0802,9.7609,11.6386,0.9339,11.9789,0.0802,9.7191,11.8055,0.9472,12.1506,0.0802,9.8585,11.8472,0.9506,12.1936,0.0802,9.8933,11.8472,0.9506,12.1936,0.0802,9.8933,12.0141,0.964,12.3653,0.0802,10.0326,12.2226,0.9807,12.58,0.0802,10.2068,12.0725,0.9687,12.4254,0.0802,10.0814,13.781,0
